variable_name,source,original_name,N_nonmissing,pct_missing,is_numeric,mean,sd,label
c0333_high_forceps_complications,c0333,high_forceps_complications,54387,9.38,TRUE,0.4785,1.3662,"High forceps complications, DELIVERY, PROCEDURE"
c0333_induction_of_labor_method,c0333,induction_of_labor_method,54387,9.38,TRUE,18.4575,29.7913,"Induction of labor method, DELIVERY, PROCEDURE"
c0333_ease_of_delivery_of_head,c0333,ease_of_delivery_of_head,54387,9.38,TRUE,1.8823,2.9729,"Ease of delivery of head, DELIVERY, PROCEDURE"
c0333_ease_of_delivery_of_shoulders,c0333,ease_of_delivery_of_shoulders,54387,9.38,TRUE,0.643,1.6991,"Ease of delivery of shoulders, DELIVERY, PROCEDURE"
c0333_reason_for_episiotomy,c0333,reason_for_episiotomy,54387,9.38,TRUE,7.0731,20.4469,"Reason for episiotomy, DELIVERY, PROCEDURE"
c0333_laceration_of_cervix,c0333,laceration_of_cervix,54387,9.38,TRUE,1.7649,2.8754,"Laceration of cervix, DELIVERY, EVENT"
c0333_laceration_of_vagina,c0333,laceration_of_vagina,54387,9.38,TRUE,1.1753,2.0088,"Laceration of vagina, DELIVERY, EVENT"
c0333_extension_of_episiotomy,c0333,extension_of_episiotomy,54387,9.38,TRUE,1.9436,3.0179,"Extension of episiotomy, DELIVERY, EVENT"
c0333_laceration_of_perineum,c0333,laceration_of_perineum,54387,9.38,TRUE,0.7568,1.8019,"Laceration of perineum, DELIVERY, EVENT"
c0333_manipulation_for_delivery_of_body,c0333,manipulation_for_delivery_of_body,54387,9.38,TRUE,0.7315,2.0498,"Manipulation for delivery of body, DELIVERY, PROCEDURE"
c0333_attempt_at_version,c0333,attempt_at_version,54387,9.38,TRUE,17.3659,23.1348,"Attempt at version, DELIVERY, PROCEDURE"
c0333_cord_complications,c0333,cord_complications,54387,9.38,TRUE,2.9653,2.322,"Cord complications, DELIVERY, EVENT"
c0333_cord_length,c0333,cord_length,54387,9.38,TRUE,4.8038,3.0167,"Cord length, DELIVERY, EVENT"
c0333_cord_around_neck,c0333,cord_around_neck,54387,9.38,TRUE,1.8162,2.5578,"Cord around neck, DELIVERY, EVENT"
c0333_cord_around_body,c0333,cord_around_body,54387,9.38,TRUE,1.7809,2.9734,"Cord around body, DELIVERY, EVENT"
c0333_amnion_rupture_to_delivery,c0333,amnion_rupture_to_delivery,54387,9.38,TRUE,11.6381,10.3967,"Amnion rupture to delivery, DELIVERY, EVENT"
c0333_method_of_amnion_rupture,c0333,method_of_amnion_rupture,54387,9.38,TRUE,2.4882,1.8215,"Method of amnion rupture, DELIVERY, PROCEDURE"
c0333_complications_of_delivery,c0333,complications_of_delivery,54387,9.38,TRUE,44.6637,29.9693,"Complications of delivery, DELIVERY, EVENT"
c0333_difficulty_of_delivery,c0333,difficulty_of_delivery,54387,9.38,TRUE,1.7698,2.6686,"Difficulty of delivery, DELIVERY, PROCEDURE"
c0333_duration_of_delivery,c0333,duration_of_delivery,54387,9.38,TRUE,1.2884,2.1858,"Duration of delivery, DELIVERY, EVENT"
c0333_cervical_dilatation_at_admission,c0333,cervical_dilatation_at_admission,54387,9.38,TRUE,4.3744,3.06,"Cervical dilatation at admission, DELIVERY, EVENT"
c0333_cervical_dilatation_at_rupture_of_membra,c0333,cervical_dilatation_at_rupture_of_membra,54387,9.38,TRUE,2.9527,2.3147,"Cervical dilatation at rupture of membranes, DELIVERY, EVENT"
c0333_placenta_type,c0333,placenta_type,54387,9.38,TRUE,50.2796,30.8393,"Placenta, type, DELIVERY, EVENT"
c0333_placenta_completeness,c0333,placenta_completeness,54387,9.38,TRUE,2.7107,3.151,"Placenta, completeness, DELIVERY, EVENT"
c0333_placenta_spontaneous,c0333,placenta_spontaneous,54387,9.38,TRUE,0.8775,1.2908,"Placenta, delivery spontaneous, DELIVERY, EVENT"
c0333_placenta_manual,c0333,placenta_manual,54387,9.38,TRUE,4.1463,2.9328,"Placenta, delivery manual, DELIVERY, PROCEDURE"
c0333_uterine_exploration,c0333,uterine_exploration,54387,9.38,TRUE,2.6346,1.8923,"Uterine exploration, DELIVERY, PROCEDURE"
c0333_birth_weight,c0333,birth_weight,54387,9.38,TRUE,454.2943,296.0696,"Birth weight, DELIVERY, EVENT"
c0333_apgar_score_1_min_5_min_description,c0333,apgar_score_1_min_5_min_description,54387,9.38,TRUE,0.0107,0.1038,"Apgar score (1 min, 5 min, description), DELIVERY, EVENT"
c0338_anesthesia_type,c0338,anesthesia_type,54045,9.95,TRUE,6.5946,3.4371,"Anesthesia type, DELIVERY, PROCEDURE"
c0338_mother_2,c0338,mother_2,60016,0,FALSE,"","","Mother, PRENATAL, CLINICAL LAB (REPEATED FROM ABOVE)"
c0338_anesthesia,c0338,anesthesia,60016,0,FALSE,"","","Anesthesia, DELIVERY, PROCEDURE"
c0338_card_intrapartum,c0338,card_intrapartum,54045,9.95,TRUE,62.5317,1.9446,"Card, INTRAPARTUM, EVENT"
c0338_fetal_monitoring_intrapartum,c0338,fetal_monitoring_intrapartum,60016,0,FALSE,"","","Fetal monitoring, DELIVERY, INTRAPARTUM, PHYSICAL EXAM"
c0338_nature_of_temperature_date_first_noted_m,c0338,nature_of_temperature_date_first_noted_m,60016,0,FALSE,"","","Nature of temperature, date first noted, MOTHER, INTRAPARTUM, EVENT"
c0338_pelvic_examination_intrapartum,c0338,pelvic_examination_intrapartum,60016,0,FALSE,"","","Pelvic examination, DELIVERY, INTRAPARTUM, PHYSICAL EXAM (REPEATED FROM ABOVE)"
c0338_fetal_monitoring_continued_intrapartum,c0338,fetal_monitoring_continued_intrapartum,60016,0,FALSE,"","","Fetal monitoring continued, DELIVERY, INTRAPARTUM, EVENT"
c0338_temperature_continued_intrapartum,c0338,temperature_continued_intrapartum,60016,0,FALSE,"","","Temperature, continued, INTRAPARTUM, EVENT"
c0338_oxygen_and_resuscitation,c0338,oxygen_and_resuscitation,60016,0,FALSE,"","","Oxygen and resuscitation, DELIVERY, PROCEDURE"
c0338_drug_mother_intrapartum_medications,c0338,drug_mother_intrapartum_medications,24682,58.87,TRUE,1321.4856,1104.8144,"Drug, MOTHER, INTRAPARTUM, MEDICATIONS"
c0338_drug_administration_intrapartum_medicati,c0338,drug_administration_intrapartum_medicati,24682,58.87,TRUE,3859701.5427,2332574.59,"Drug administration, INTRAPARTUM, MEDICATIONS"
c0338_drug_continued_intrapartum_medications,c0338,drug_continued_intrapartum_medications,60016,0,FALSE,"","","Drug, continued, INTRAPARTUM, MEDICATIONS (REPEATED FROM ABOVE)"
c0337_form_code,c0337,form_code,53932,10.14,TRUE,1013.1604,289.9996,"Form code, DELIVERY, PROCEDURE"
c0337_net_result_mother_admission,c0337,net_result_mother_admission,60016,0,FALSE,"","","Net result, MOTHER, ADMISSION, CLINICAL LAB (REPEATED FROM ABOVE)"
c0337_pelvic_details_mother_intrapartum,c0337,pelvic_details_mother_intrapartum,53932,10.14,TRUE,2.2132,11.414,"Pelvic details, MOTHER, INTRAPARTUM, PHYSICAL EXAM (REPEATED FROM ABOVE)"
c0337_pelvic_examination_intrapartum,c0337,pelvic_examination_intrapartum,60016,0,FALSE,"","","Pelvic examination, DELIVERY, INTRAPARTUM, PHYSICAL EXAM (REPEATED FROM ABOVE)"
c0337_pelvic_details_cont_mother_intrapartum,c0337,pelvic_details_cont_mother_intrapartum,60016,0,FALSE,"","","Pelvic details cont., MOTHER, INTRAPARTUM, PHYSICAL EXAM (REPEATED FROM ABOVE)"
c0337_initial_bleeding_upon_or_after_admission,c0337,initial_bleeding_upon_or_after_admission,53932,10.14,TRUE,39786.7279,152580.2053,"Initial bleeding upon or after admission, date first noted (est), MOTHER, INTRAPARTUM, EVENT"
c0337_initial_bleeding_upon_or_after_admission_2,c0337,initial_bleeding_upon_or_after_admission_2,21249,64.59,TRUE,0.2526,0.5358,"Initial bleeding upon or after admission, date first noted (est), MOTHER, INTRAPARTUM, EVENT"
c2401_f02a2401,c2401,f02a2401,53477,10.9,TRUE,6.6058,3.435,f02a2401
c2401_f02b2401,c2401,f02b2401,53477,10.9,TRUE,15.7042,8.7554,f02b2401
c2401_f02c2401,c2401,f02c2401,53477,10.9,TRUE,62.5262,1.9391,f02c2401
c2401_f03f2401,c2401,f03f2401,53477,10.9,TRUE,12.7783,20.4514,f03f2401
c2401_infant_death_0_1_mos,c2401,infant_death_0_1_mos,53477,10.9,TRUE,131103.6902,205329.2801,Infant Death 0-1 Mos
c2401_f04a2401,c2401,f04a2401,53477,10.9,TRUE,3.0041,2.5366,f04a2401
c2401_f04d2401,c2401,f04d2401,53477,10.9,TRUE,2.885,2.596,f04d2401
c2401_f04e2401,c2401,f04e2401,53477,10.9,TRUE,2.1979,2.8895,f04e2401
c2401_gestation_at_delivery,c2401,gestation_at_delivery,53477,10.9,TRUE,241891.8102,320963.9422,Gestation at Delivery
c2401_f04f2401,c2401,f04f2401,53477,10.9,TRUE,21.8377,32.3061,f04f2401
c2401_one_minute_apgar,c2401,one_minute_apgar,53477,10.9,TRUE,2.3568,1.5893,""
c2401_one_minute_apgar:_2,c2401,one_minute_apgar:_2,53477,10.9,TRUE,2.2587,1.6386,One-Minute Apgar:
c2401_one_minute_apgar:_3,c2401,one_minute_apgar:_3,53477,10.9,TRUE,2.2654,1.639,One-Minute Apgar:
c2401_one_minute_apgar:_4,c2401,one_minute_apgar:_4,53477,10.9,TRUE,2.2868,1.6275,One-Minute Apgar:
c2401_one_minute_apgar:_5,c2401,one_minute_apgar:_5,53477,10.9,TRUE,1.6913,1.8126,One-Minute Apgar:
c2401_outcome:_deaths_and,c2401,outcome:_deaths_and,53477,10.9,TRUE,89.2057,26.5261,Outcome: Deaths and
c2401_five_minute_apgar,c2401,five_minute_apgar,53477,10.9,TRUE,8.5802,1.6737,""
c2401_f07a2401,c2401,f07a2401,53477,10.9,TRUE,8.5802,1.6737,f07a2401
c2401_five_minute_apgar:_2,c2401,five_minute_apgar:_2,53477,10.9,TRUE,8.556,1.7722,Five-Minute Apgar:
c2401_five_minute_apgar:_3,c2401,five_minute_apgar:_3,53477,10.9,TRUE,8.5577,1.7668,Five-Minute Apgar:
c2401_five_minute_apgar:_4,c2401,five_minute_apgar:_4,53477,10.9,TRUE,8.5605,1.7557,Five-Minute Apgar:
c2401_five_minute_apgar:_5,c2401,five_minute_apgar:_5,53477,10.9,TRUE,8.538,1.8445,Five-Minute Apgar:
c2401_five_minute_apgar_score,c2401,five_minute_apgar_score,53477,10.9,TRUE,93.5821,21.5525,Five-Minute Apgar Score
c2401_ten_minute_apgar,c2401,ten_minute_apgar,53477,10.9,TRUE,8.6695,1.4952,""
c2401_f08a2401,c2401,f08a2401,53477,10.9,TRUE,8.6695,1.4952,f08a2401
c2401_ten_minute_apgar:_2,c2401,ten_minute_apgar:_2,53477,10.9,TRUE,8.6529,1.5743,Ten Minute Apgar:
c2401_ten_minute_apgar:_3,c2401,ten_minute_apgar:_3,53477,10.9,TRUE,8.6543,1.5683,Ten Minute Apgar:
c2401_ten_minute_apgar:_4,c2401,ten_minute_apgar:_4,53477,10.9,TRUE,8.6567,1.5573,Ten Minute Apgar:
c2401_ten_minute_apgar:_5,c2401,ten_minute_apgar:_5,53477,10.9,TRUE,8.6378,1.6424,Ten Minute Apgar:
c2401_ten_minute_apgar_score,c2401,ten_minute_apgar_score,53477,10.9,TRUE,94.75,19.2037,Ten Minute Apgar Score
c2401_twenty_minute_apgar,c2401,twenty_minute_apgar,60016,0,FALSE,"","",""
c2401_twenty_minute_apgar:_2,c2401,twenty_minute_apgar:_2,60016,0,FALSE,"","",Twenty Minute Apgar:
c3401_f02a3401,c3401,f02a3401,53424,10.98,TRUE,6.6043,3.4344,f02a3401
c3401_f02b3401,c3401,f02b3401,53424,10.98,TRUE,15.7045,8.7554,f02b3401
c3401_f02c3401,c3401,f02c3401,53424,10.98,TRUE,62.5269,1.9396,f02c3401
c3401_f06_3401,c3401,f06_3401,53424,10.98,TRUE,84.9648,34.0167,f06_3401
c3401_sex,c3401,sex,53424,10.98,TRUE,7.798,3.0323,Sex
c3401_f07_3401,c3401,f07_3401,53424,10.98,TRUE,86.1883,32.318,f07_3401
c3401_infant_death_0_1_mos,c3401,infant_death_0_1_mos,53424,10.98,TRUE,862964.052,323205.8804,Infant Death 0-1 Mos
c3401_f10_3401,c3401,f10_3401,53424,10.98,TRUE,93.6718,21.92,f10_3401
c3401_gestation_at_delivery,c3401,gestation_at_delivery,53424,10.98,TRUE,874162.8982,159305.3804,Gestation at Delivery
c3401_f11_3401,c3401,f11_3401,53424,10.98,TRUE,0.1027,0.8791,f11_3401
c3401_f12_3401,c3401,f12_3401,53424,10.98,TRUE,97.5206,11.7419,f12_3401
c3401_procedures:_suction,c3401,procedures:_suction,53424,10.98,TRUE,8.9083,0.7814,Procedures: Suction
c3401_procedures:_drugs,c3401,procedures:_drugs,53424,10.98,TRUE,8.8871,0.9851,Procedures: Drugs
c3401_f13_3401,c3401,f13_3401,53424,10.98,TRUE,97.8001,10.4581,f13_3401
c3401_procedures:_open,c3401,procedures:_open,53424,10.98,TRUE,8.9295,0.6742,Procedures: Open
c3401_f15_3401,c3401,f15_3401,53424,10.98,TRUE,98.4951,6.9002,f15_3401
c3401_f16_3401,c3401,f16_3401,53424,10.98,TRUE,98.5662,6.4063,f16_3401
c3401_procedures,c3401,procedures,53424,10.98,TRUE,8.9709,0.4593,""
c0307_number_sequence_form_type_form_number_av,c0307,number_sequence_form_type_form_number_av,53233,11.3,TRUE,0.2988,0.8006,"Number (sequence), form type, form number, aviation number(?)"
c0307_f5a0307_date_history_taken_month,c0307,f5a0307_date_history_taken_month,53233,11.3,TRUE,7.0057,7.9075,F5a0307_Date history taken_Month
c0307_f5b0307_date_history_taken_day,c0307,f5b0307_date_history_taken_day,53233,11.3,TRUE,16.1333,10.9839,F5b0307_Date history taken_Day
c0307_f5c0307_date_history_taken_year,c0307,f5c0307_date_history_taken_year,53233,11.3,TRUE,62.4753,3.4644,F5c0307_Date history taken_Year
c0307_f6a_pertusis_response,c0307,f6a_pertusis_response,53233,11.3,TRUE,1.0642,2.3337,F6a_Pertusis_Response
c0307_f6b_pertusis_age_onset,c0307,f6b_pertusis_age_onset,53233,11.3,TRUE,73.6351,41.365,F6b_Pertusis_Age onset
c0307_f7a_chicken_pox_response,c0307,f7a_chicken_pox_response,53233,11.3,TRUE,1.1991,1.9756,F7a_Chicken pox_Response
c0307_f7b_chicken_pox_age_onset,c0307,f7b_chicken_pox_age_onset,53233,11.3,TRUE,55.0828,45.6866,F7b_Chicken pox_Age onset
c0307_f8a_mumps_response,c0307,f8a_mumps_response,53233,11.3,TRUE,1.0697,1.947,F8a_Mumps_Response
c0307_f8b_mumps_age_onset,c0307,f8b_mumps_age_onset,53233,11.3,TRUE,60.7669,44.4353,F8b_Mumps_Age onset
c0307_f9a_german_measles_response,c0307,f9a_german_measles_response,53233,11.3,TRUE,1.599,2.9975,F9a_German measles_Response
c0307_f9b_german_measles_age_onset,c0307,f9b_german_measles_age_onset,53233,11.3,TRUE,75.2337,39.5311,F9b_German measles_Age onset
c0307_f10a_measles_response,c0307,f10a_measles_response,53233,11.3,TRUE,1.5079,2.3907,F10a_Measles_Response
c0307_f10b_measles_age_onset,c0307,f10b_measles_age_onset,53233,11.3,TRUE,55.9022,45.4222,F10b_Measles_Age onset
c0307_f11a_diphtheria_response,c0307,f11a_diphtheria_response,53233,11.3,TRUE,0.1906,1.2575,F11a_Diphtheria_Response
c0307_f11b_diphtheria_age_onset,c0307,f11b_diphtheria_age_onset,53233,11.3,TRUE,97.6836,11.0576,F11b_Diphtheria_Age onset
c0307_f12a_scarlet_fever_response,c0307,f12a_scarlet_fever_response,53233,11.3,TRUE,0.2317,1.2532,F12a_Scarlet fever_Response
c0307_f12b_scarlet_fever_age_onset,c0307,f12b_scarlet_fever_age_onset,53233,11.3,TRUE,94.1604,20.4964,F12b_Scarlet fever_Age onset
c0307_f13a_poliomyelitis_response,c0307,f13a_poliomyelitis_response,53233,11.3,TRUE,0.0933,0.8731,F13a_Poliomyelitis_Response
c0307_f13b_poliomyelitis_age_onset,c0307,f13b_poliomyelitis_age_onset,53233,11.3,TRUE,97.7691,10.6614,F13b_Poliomyelitis_Age onset
c0307_parasitic_3rd_year_mother,c0307,parasitic_3rd_year_mother,53233,11.3,TRUE,1189.7099,886.7868,"Parasitic 3rd, year, MOTHER, REGISTRATION, MEDICAL HISTORY"
c0307_parasitic_2nd,c0307,parasitic_2nd,53233,11.3,TRUE,105.1135,75.0515,"Parasitic 2nd, REGISTRATION, MEDICAL HISTORY"
c0307_f16a_encephalitis_response,c0307,f16a_encephalitis_response,53233,11.3,TRUE,0.0545,0.6911,F16a_Encephalitis_Response
c0307_parasitic,c0307,parasitic,60016,0,FALSE,"","","Parasitic, REGISTRATION, MEDICAL HISTORY"
c0307_mother,c0307,mother,53233,11.3,TRUE,983.5422,79.3804,"MOTHER, REGISTRATION, MEDICAL HISTORY"
c0307_mother_2,c0307,mother_2,53233,11.3,TRUE,125.0039,152.0109,"MOTHER, REGISTRATION, MEDICAL HISTORY"
c0405_f05a0405,c0405,f05a0405,53203,11.35,TRUE,6.6021,3.4353,f05a0405
c0405_f05b0405,c0405,f05b0405,53203,11.35,TRUE,15.6963,8.7549,f05b0405
c0405_f05c0405,c0405,f05c0405,53203,11.35,TRUE,62.5283,1.9388,f05c0405
c0405_f06_0405,c0405,f06_0405,53203,11.35,TRUE,1.9991,1.5386,f06_0405
c0405_f07b0405,c0405,f07b0405,53203,11.35,TRUE,2.132,1.2884,f07b0405
c0405_f08_0405,c0405,f08_0405,53203,11.35,TRUE,2.2123,1.2775,f08_0405
c0405_f09_0405,c0405,f09_0405,53203,11.35,TRUE,7.7328,2.7015,f09_0405
c0405_f10_0405,c0405,f10_0405,47094,21.53,TRUE,1.2276,1.315,f10_0405
c0405_f12a0405,c0405,f12a0405,53203,11.35,TRUE,95.3734,208.8855,f12a0405
c0405_rh_factor__child,c0405,rh_factor__child,53203,11.35,TRUE,4.9245,2.8989,RH Factor - Child
c0405_f12b0405,c0405,f12b0405,53203,11.35,TRUE,49.484,49.3798,f12b0405
c0405_f12c0405,c0405,f12c0405,53203,11.35,TRUE,10.2213,20.4699,f12c0405
c0405_f13a0405,c0405,f13a0405,53203,11.35,TRUE,102.4843,212.5288,f13a0405
c0405_gestation_at_delivery,c0405,gestation_at_delivery,53203,11.35,TRUE,102979.6637,212632.0148,Gestation at Delivery
c0405_f13b0405,c0405,f13b0405,53203,11.35,TRUE,49.477,49.3704,f13b0405
c0405_f14_0405,c0405,f14_0405,53203,11.35,TRUE,0.8765,2.0431,f14_0405
c0405_f15a0405,c0405,f15a0405,53203,11.35,TRUE,566.1898,472.4281,f15a0405
c0405_f16a0405,c0405,f16a0405,53203,11.35,TRUE,578.9743,467.1609,f16a0405
c0405_f16b0405,c0405,f16b0405,53203,11.35,TRUE,61.5411,40.6208,f16b0405
c0405_f17a0405,c0405,f17a0405,53203,11.35,TRUE,157.1908,304.491,f17a0405
c0405_maximum_serum_bilirubin,c0405,maximum_serum_bilirubin,53203,11.35,TRUE,52.7474,18.8046,Maximum Serum Bilirubin
c0405_f18a0405,c0405,f18a0405,53203,11.35,TRUE,168.4471,310.8938,f18a0405
c0405_hemoglobin__48_hour,c0405,hemoglobin__48_hour,53203,11.35,TRUE,57.475,30.352,Hemoglobin - 48 hour
c0405_f18b0405,c0405,f18b0405,53203,11.35,TRUE,62.0579,15.3984,f18b0405
c0405_f19_0405,c0405,f19_0405,53203,11.35,TRUE,7.6731,3.1909,f19_0405
c0405_f20_0405,c0405,f20_0405,53203,11.35,TRUE,5.8835,4.2821,f20_0405
c1403_f05a1403,c1403,f05a1403,52945,11.78,TRUE,6.5963,3.4421,f05a1403
c1403_f05b1403,c1403,f05b1403,52945,11.78,TRUE,15.6969,8.7544,f05b1403
c1403_f05c1403,c1403,f05c1403,52945,11.78,TRUE,62.5471,1.9261,f05c1403
c1403_f06_1403,c1403,f06_1403,52945,11.78,TRUE,3.4652,2.115,f06_1403
c1403_f07_1403,c1403,f07_1403,52945,11.78,TRUE,3.1573,1.0524,f07_1403
c1403_f08_1403,c1403,f08_1403,52945,11.78,TRUE,0.4248,1.215,f08_1403
c1403_neurological_examination,c1403,neurological_examination,52945,11.78,TRUE,1.514,7.8888,"CHILD, NEUROLOGICAL EXAMINATION"
c1403_neonatal_hospitalizations,c1403,neonatal_hospitalizations,52945,11.78,TRUE,152.7282,792.4894,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_2,c1403,neonatal_hospitalizations_2,60016,0,FALSE,"","","NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_2,c1403,neonatal_2,60016,0,FALSE,"","","CHILD, NEONATAL, ADMINISTRATIVE, PROCEDURE"
c1403_neurological_examination_2,c1403,neurological_examination_2,52945,11.78,TRUE,1.3296,6.572,"CHILD, NEUROLOGICAL EXAMINATION"
c1403_neurological_examination_3,c1403,neurological_examination_3,52945,11.78,TRUE,4.1448,15.7626,"CHILD, NEUROLOGICAL EXAMINATION"
c1403_neonatal_hospitalizations_3,c1403,neonatal_hospitalizations_3,52945,11.78,TRUE,421.2549,1576.5431,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neurological_examination_4,c1403,neurological_examination_4,52945,11.78,TRUE,6.7757,5.2779,"CHILD, NEUROLOGICAL EXAMINATION"
c1403_neonatal_hospitalizations_4,c1403,neonatal_hospitalizations_4,52945,11.78,TRUE,7.6672,6.8638,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_5,c1403,neonatal_hospitalizations_5,52945,11.78,TRUE,6.4389,5.2778,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_6,c1403,neonatal_hospitalizations_6,52945,11.78,TRUE,7.6586,6.8326,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_general_5,c1403,general_5,52945,11.78,TRUE,801.7893,684.3992,"CHILD, GENERAL, PROCEDURE"
c1403_neonatal_hospitalizations_7,c1403,neonatal_hospitalizations_7,52945,11.78,TRUE,35.9323,24.3347,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_8,c1403,neonatal_hospitalizations_8,52945,11.78,TRUE,30.5948,44.7638,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_immunizations_preventive_child,c1403,immunizations_preventive_child,52945,11.78,TRUE,15.8426,31.8859,"CHILD, IMMUNIZATIONS, PREVENTIVE CHILD"
c1403_immunizations_preventive_child_2,c1403,immunizations_preventive_child_2,52945,11.78,TRUE,10.8015,30.3399,"CHILD, IMMUNIZATIONS, PREVENTIVE CHILD"
c1403_neonatal_hospitalizations_11,c1403,neonatal_hospitalizations_11,52945,11.78,TRUE,11.9156,31.8093,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_12,c1403,neonatal_hospitalizations_12,52945,11.78,TRUE,34.2423,26.3866,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_13,c1403,neonatal_hospitalizations_13,52945,11.78,TRUE,11.4739,31.2892,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_14,c1403,neonatal_hospitalizations_14,52945,11.78,TRUE,10.1643,28.3465,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_15,c1403,neonatal_hospitalizations_15,52945,11.78,TRUE,2.3795,7.3,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_16,c1403,neonatal_hospitalizations_16,52945,11.78,TRUE,11.0061,28.6018,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_17,c1403,neonatal_hospitalizations_17,52945,11.78,TRUE,1.3978,4.2839,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_18,c1403,neonatal_hospitalizations_18,52945,11.78,TRUE,1.2175,5.2692,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_19,c1403,neonatal_hospitalizations_19,52945,11.78,TRUE,0.6309,4.265,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_20,c1403,neonatal_hospitalizations_20,52945,11.78,TRUE,0.7906,5.1826,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_neonatal_hospitalizations_21,c1403,neonatal_hospitalizations_21,52945,11.78,TRUE,11.6535,31.2224,"CHILD, NEONATAL, HOSPITALIZATIONS"
c1403_number_of_hospitalizations_of_child,c1403,number_of_hospitalizations_of_child,52945,11.78,TRUE,1.3663,6.0574,NUMBER OF HOSPITALIZATIONS OF CHILD
c1403_alternative_diagnoses_or_condition,c1403,alternative_diagnoses_or_condition,52945,11.78,TRUE,1.2072,3.5073,"ALTERNATIVE DIAGNOSES OR CONDITION, CHILD, NEONATAL, DIAGNOSIS & CONDITIONS"
c1403_neonatal_hospitalizations_23,c1403,neonatal_hospitalizations_23,52945,11.78,TRUE,1.8932,3.8965,"CHILD, NEONATAL, HOSPITALIZATIONS"
c2402_f02a2402,c2402,f02a2402,52940,11.79,TRUE,6.6032,3.4355,f02a2402
c2402_f02b2402,c2402,f02b2402,52940,11.79,TRUE,15.6959,8.7567,f02b2402
c2402_f02c2402,c2402,f02c2402,52940,11.79,TRUE,62.5253,1.9382,f02c2402
c2402_f02d2402,c2402,f02d2402,52940,11.79,TRUE,12.395,9.673,f02d2402
c2402_f02e2402,c2402,f02e2402,52940,11.79,TRUE,46.7549,12.2036,f02e2402
c2402_neonatal_neurological_examination_2,c2402,neonatal_neurological_examination_2,52940,11.79,TRUE,23.1826,33.2033,"CHILD, NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_2,c2402,neurological_examination_2,52940,11.79,TRUE,21823653213185308,32743398602916540,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_3,c2402,neurological_examination_3,60016,0,FALSE,"","","CHILD, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_4,c2402,neurological_examination_4,52940,11.79,TRUE,5.2383,3.0847,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_3,c2402,neonatal_neurological_examination_3,52940,11.79,TRUE,60.0481,31.2726,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neurological_examination_6,c2402,neurological_examination_6,52940,11.79,TRUE,7.6655,3.0053,"CHILD, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_5,c2402,neonatal_neurological_examination_5,52940,11.79,TRUE,92.2969,19.4622,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_7,c2402,neonatal_neurological_examination_7,52940,11.79,TRUE,11.329,13.1292,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_compute_heading,c2402,compute_heading,52940,11.79,TRUE,10435476.8509,12859674.8152,COMPUTE HEADING
c2402_neonatal_neurological_examination_10,c2402,neonatal_neurological_examination_10,52940,11.79,TRUE,45.6335,28.5819,"CHILD, NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_11,c2402,neonatal_neurological_examination_11,52940,11.79,TRUE,28.2531,12.8941,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_13,c2402,neonatal_neurological_examination_13,46752,22.1,TRUE,2.4685,5.3748,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_neonatal_neurological_examination_15,c2402,neonatal_neurological_examination_15,46752,22.1,TRUE,2.2776,5.0462,"NEONATAL, NEUROLOGICAL EXAMINATION"
c2402_procedure,c2402,procedure,60016,0,FALSE,"","",PROCEDURE
